100,20
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 }
{ 1,12,14 : 0.133333333333333 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,12,14,15,16,17,18,19,20 : 1.46666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 1.86666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,12,14 : 0.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.2 ; 1,12,14 : 0.2 ; 1,12,14 : 0.233333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.4 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 }
{ 1,12,14 : 0.1 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.233333333333333 ; 1,12,14 : 0.233333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.466666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,12,14 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 1.2 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16,17 : 0.233333333333333 ; 1,12,14,15,16,17 : 0.233333333333333 ; 1,12,14,15,16,17 : 0.3 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.466666666666667 ; 1,12,14,15,16,17 : 0.466666666666667 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.6 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 }
{ 1,12,14 : 0.1 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.466666666666667 ; 1,12,14,15,16,17 : 0.466666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 }
{ 1,12,14 : 0.1 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,12,14 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 }
{ 1,12,14 : 0.1 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.166666666666667 ; 1,12,14,15,16 : 0.166666666666667 ; 1,12,14,15,16 : 0.233333333333333 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.866666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 0.933333333333333 }
{ 1,12,14 : 0.1 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,12,14 : 0.2 ; 1,12,14,15,16 : 0.233333333333333 ; 1,12,14,15,16 : 0.366666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.4 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 }
{ 1,12,14 : 0.1 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.4 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.46666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.4 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,12,14,15,16 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.86666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.86666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,12,14 : 0.166666666666667 ; 1,12,14 : 0.166666666666667 ; 1,12,14 : 0.166666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 }
{ 1,12,14 : 0.1 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 }
{ 1,12,14 : 0.1 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.86666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,12,14,15,16,17 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.4 }
{ 1,12,14 : 0.1 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.666666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,2,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.6 }
{ 1,12,14 : 0.1 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 0.8 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.166666666666667 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.466666666666667 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.666666666666667 }
{ 1,12,14 : 0.1 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 0.933333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.6 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.86666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.13333333333333 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.166666666666667 ; 1,12,14 : 0.166666666666667 ; 1,12,14 : 0.233333333333333 ; 1,12,14,15,16,17,18,19,20 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.4 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,3,12,14,15,16,17,18,19,20 : 0.533333333333333 }
{ 1,12,14 : 0.1 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,12,14,15,16,17,18,19,20 : 1.06666666666667 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,12,14,15,16,17,18,19,20 : 1.33333333333333 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,12,14,15,16,17,18,19,20 : 2.66666666666667 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14 : 0.1 ; 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 : 3.2 ; 1,12,14,15,16 : 0.133333333333333 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.2 ; 1,12,14,15,16,17 : 0.266666666666667 ; 1,12,14,15,16,17,18,19,20 : 0.333333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 ; 1,2,12,14,15,16,17,18,19,20 : 0.533333333333333 }
